Lon,Lat,TMI,RTP,RTP_1VD,Gravity,Potassium,Uranium,Thorium
147.64240884303612,-34.63398984986255,3.4911578,0.06390884,0.004456772,-239.65227,1.1636883,1.5445654,13.037853
147.6428089167281,-34.633589765278074,2.2774022,-1.507609,0.0026455456,-231.66238,1.2259545,1.6447569,12.904763
147.64320899042005,-34.6331896806936,1.1816292,-3.1097348,-0.005008923,-222.92026,1.2519925,1.7550052,13.088637
147.643609064112,-34.63278959610911,0.038902152,-4.931306,-0.026348624,-213.15324,1.2365655,1.8281654,13.58946
147.64400913780398,-34.632389511524636,-1.060563,-5.207217,-0.029955998,-202.0007,1.207942,1.7957675,13.995244
147.64440921149597,-34.63198942694016,-1.9478846,-3.046183,-0.008684649,-189.03743,1.2079531,1.7288424,14.204799
147.64480928518793,-34.63158934235568,-2.487094,0.40676242,0.025979633,-173.86916,1.2465261,1.7778571,14.675332
147.6452093588799,-34.631189257771204,-2.7094767,2.8159363,0.04989862,-156.27019,1.2968781,1.9400579,15.539944
147.64560943257186,-34.63078917318672,-2.743412,2.6076326,0.05078177,-136.32428,1.3212081,2.0845597,16.208672
147.64600950626382,-34.63038908860224,-2.6401248,-0.07973838,0.0321707,-114.52633,1.32618,2.1393256,16.288399
147.6464095799558,-34.629989004017766,-2.4411116,-3.9983854,0.0009986719,-91.78463,1.3616678,2.1087356,16.019777
147.64680965364775,-34.62958891943329,-2.0358372,-7.360896,-0.017093256,-69.31808,1.4378352,2.0017097,15.688046
147.6472097273397,-34.629188834848804,-0.9320238,-9.314952,-0.015640737,-48.479164,1.5014132,1.8626171,15.435837
147.6476098010317,-34.62878875026433,0.31834581,-10.370912,-0.0033219042,-30.460531,1.5028551,1.7794244,15.376908
147.64800987472367,-34.62838866567985,0.39703247,-11.3656845,0.014164999,-15.959368,1.446836,1.7805146,15.403856
147.64840994841563,-34.62798858109537,-0.7814581,-13.531932,0.027797347,-5.074796,1.3551401,1.7896264,15.175829
147.6488100221076,-34.627588496510896,-2.535636,-18.069485,0.0145873325,2.5459738,1.2399614,1.7298001,14.539106
147.64921009579956,-34.62718841192641,-4.2786865,-24.418829,-0.019556515,7.4606123,1.1353339,1.6238298,13.771637
147.64961016949152,-34.626788327341934,-5.7162614,-30.558514,-0.04538592,10.006025,1.0802224,1.5350273,13.253685
147.6500102431835,-34.62638824275746,-6.678901,-35.180504,-0.05677328,10.476986,1.0823417,1.4815332,12.958802
147.65041031687548,-34.62598815817298,-6.9265585,-37.973747,-0.061873462,8.988051,1.1219107,1.4520304,12.6055355
147.65081039056744,-34.625588073588496,-6.144846,-37.873714,-0.056715976,5.8330903,1.1670964,1.4444066,12.264491
147.6512104642594,-34.62518798900402,-4.2847514,-35.21924,-0.0047927615,1.2843914,1.1957486,1.4634379,12.167006
147.65161053795137,-34.62478790441954,-1.8452039,-34.367596,0.030951679,-4.315583,1.2106833,1.5065773,12.291113
147.65201061164333,-34.624387819835064,0.32405818,-37.345818,0.0016647351,-10.560849,1.2486356,1.5759493,12.58706
147.6524106853353,-34.62398773525058,1.2370039,-40.545242,-0.032848977,-16.992445,1.3455566,1.6807948,13.01879
147.65281075902726,-34.6235876506661,0.1971788,-41.62317,-0.026977513,-23.139536,1.4707882,1.8160151,13.398466
147.65321083271925,-34.623187566081626,-2.2887943,-42.163624,-0.011241745,-28.640474,1.5527371,1.9227227,13.354816
147.65361090641122,-34.62278748149715,-4.9513507,-43.617508,-0.01511288,-33.39629,1.5647296,1.9066826,12.674704
147.65401098010318,-34.62238739691267,-6.8196654,-45.562943,-0.023128472,-37.727642,1.5501286,1.7591643,11.836589
147.65441105379514,-34.62198731232819,-7.6480894,-47.154804,-0.02592439,-42.463017,1.5857902,1.5841376,11.376955
147.6548111274871,-34.62158722774371,-7.669841,-48.237926,-0.024880022,-48.748066,1.7290188,1.4818844,11.152683
147.65521120117907,-34.62118714315923,-7.5173335,-49.030983,-0.024061294,-57.54609,1.958505,1.4966075,11.028789
147.65561127487103,-34.620787058574756,-7.6785445,-49.505295,-0.022992335,-69.080444,2.1838827,1.6311637,11.2163725
147.65601134856303,-34.62038697399027,-8.283668,-49.484505,-0.017789347,-82.57731,2.3026478,1.7824498,11.669237
147.656411422255,-34.619986889405794,-9.278332,-49.15764,-0.010449618,-96.53255,2.2273595,1.8114367,12.03677
147.65681149594695,-34.61958680482132,-10.4583025,-49.07342,-0.008737562,-109.41775,1.966892,1.7354697,12.128198
147.65721156963892,-34.61918672023684,-11.526535,-49.316456,-0.012088326,-120.326485,1.6570758,1.6667942,12.059189
147.65761164333088,-34.61878663565236,-12.227971,-49.487667,-0.013716248,-129.0957,1.430982,1.6599257,12.079226
147.65801171702284,-34.61838655106788,-12.574711,-49.558292,-0.0075253653,-136.13876,1.3348333,1.6984642,12.334697
147.6584117907148,-34.6179864664834,-12.932802,-50.317047,0.0010259714,-142.18524,1.3478639,1.7385327,12.721499
147.6588118644068,-34.617586381898924,-13.735686,-52.76769,-0.003809861,-147.94113,1.405556,1.7418495,13.013938
147.65921193809876,-34.61718629731445,-15.055067,-56.42292,-0.018969603,-153.83846,1.4353706,1.7148552,13.052835
147.65961201179073,-34.61678621272996,-16.562634,-59.78008,-0.030037113,-159.99861,1.3988972,1.7208271,12.899139
147.6600120854827,-34.616386128145486,-17.934309,-62.316204,-0.03440412,-166.3424,1.3062059,1.7643149,12.760971
147.66041215917465,-34.61598604356101,-19.086536,-64.25038,-0.035107233,-172.73491,1.2054323,1.7650355,12.623149
147.66081223286662,-34.61558595897653,-20.079712,-65.59415,-0.031156214,-179.0817,1.13641,1.7119654,12.349171
147.66121230655858,-34.615185874392054,-20.969347,-66.62898,-0.027858615,-185.34859,1.0987804,1.6746169,12.00153
147.66161238025057,-34.61478578980757,-21.741669,-67.78532,-0.030854946,-191.49878,1.0813445,1.673275,11.840035
147.66201245394254,-34.61438570522309,-22.33761,-68.742325,-0.033374883,-197.42874,1.0756077,1.6735046,12.042413
147.6624125276345,-34.613985620638616,-22.708847,-69.31548,-0.030666538,-202.97977,1.0621523,1.6671089,12.427787
147.66281260132646,-34.61358553605414,-22.867441,-70.061005,-0.028989619,-207.9851,1.0252899,1.6742544,12.699465
147.66321267501843,-34.613185451469654,-22.892902,-71.43224,-0.03896287,-212.32933,0.9700068,1.6916063,12.797562
147.6636127487104,-34.61278536688518,-22.914034,-72.79096,-0.055729177,-215.99501,0.9123371,1.6814704,12.826232
147.66401282240236,-34.6123852823007,-23.035812,-72.636215,-0.056936495,-219.1268,0.8746803,1.6280631,12.831923
147.66441289609435,-34.61198519771622,-23.282154,-70.53608,-0.037172273,-221.95885,0.8702751,1.5624098,12.773149
147.6648129697863,-34.611585113131746,-23.593641,-67.85196,-0.00921089,-224.69897,0.8817434,1.5191331,12.653289
147.66521304347827,-34.61118502854726,-23.956787,-66.777565,-0.00066808914,-227.44125,0.88036305,1.5183136,12.651251
147.66561311717024,-34.610784943962784,-24.42862,-68.12403,-0.02068494,-230.1714,0.86805207,1.5512923,12.868362
147.6660131908622,-34.61038485937831,-25.055944,-70.906784,-0.0412523,-232.834,0.8776976,1.5843463,12.987916
147.66641326455417,-34.60998477479383,-25.814226,-74.11522,-0.06984934,-235.38689,0.91455805,1.6081277,12.768079
147.66681333824613,-34.609584690209346,-26.555292,-76.151474,-0.097295895,-237.82988,0.9491037,1.6236247,12.504804
147.6672134119381,-34.60918460562487,-27.083698,-74.79265,-0.062168583,-240.20456,0.9695818,1.6141839,12.525061
147.66761348563008,-34.60878452104039,-27.137877,-72.97629,0.008164554,-242.57617,0.9844116,1.5760399,12.791103
147.66801355932205,-34.608384436455914,-26.44748,-76.25057,-0.054770187,-245.00809,0.99968547,1.5405424,13.04024
147.668413633014,-34.60798435187144,-24.786577,-81.486496,-0.1407038,-247.54414,1.018289,1.5420109,13.08208
147.66881370670598,-34.60758426728695,-22.051758,-82.31817,-0.12994856,-250.2048,1.0336713,1.5660763,13.056987
147.66921378039794,-34.607184182702476,-18.54759,-79.30756,-0.08642015,-252.99391,1.032322,1.5816352,13.197297
147.6696138540899,-34.606784098118,-15.101851,-75.82998,-0.06273958,-255.90108,1.0251266,1.5926944,13.495763
147.67001392778187,-34.60638401353352,-12.713962,-71.98017,-0.059947267,-258.90186,1.0386444,1.6242924,13.806854
147.67041400147386,-34.60598392894904,-12.156636,-65.98174,-0.03554153,-261.96857,1.0674002,1.688647,13.9905815
147.67081407516582,-34.60558384436456,-13.731886,-58.79323,0.015570096,-265.0671,1.0903541,1.7606047,13.999137
147.67121414885779,-34.60518375978008,-17.239933,-54.4922,0.04320413,-268.1731,1.1100492,1.7990649,13.9345255
147.67161422254975,-34.604783675195605,-21.992588,-56.051395,0.016612241,-271.2702,1.1330885,1.7835159,13.935678
147.6720142962417,-34.60438359061113,-26.631096,-61.42151,-0.048535526,-274.3528,1.1470579,1.7251593,14.041968
147.67241436993368,-34.603983506026644,-29.625757,-64.2462,-0.09388756,-277.42352,1.1418788,1.659061,14.137649
147.67281444362564,-34.60358342144217,-31.124697,-59.951008,-0.05848156,-280.4923,1.1440804,1.6111817,14.11476
147.67321451731763,-34.60318333685769,-33.085106,-51.03305,0.041796472,-283.5683,1.1915728,1.5896525,14.136119
147.6736145910096,-34.60278325227321,-34.946045,-44.417313,0.10997688,-286.66275,1.2779092,1.6104653,14.400262
147.67401466470156,-34.60238316768873,-35.77959,-44.6065,0.110458136,-289.78928,1.3729495,1.6706747,14.658993
147.67441473839352,-34.60198308310425,-36.003223,-51.31119,0.06274791,-292.9591,1.4474546,1.7303092,14.609442
147.6748148120855,-34.601582998519774,-36.03697,-61.134518,0.00529708,-296.1746,1.4575363,1.7663862,14.369284
147.67521488577745,-34.6011829139353,-36.095142,-70.90529,-0.033038497,-299.42618,1.3842828,1.7807027,14.026748
147.6756149594694,-34.60078282935081,-36.27331,-79.465004,-0.056517966,-302.69418,1.2701985,1.7588223,13.635641
147.6760150331614,-34.600382744766335,-36.512337,-86.174,-0.07208753,-305.95508,1.1794772,1.6922928,13.372294
147.67641510685337,-34.59998266018186,-36.741127,-90.238495,-0.070056394,-309.1932,1.1452942,1.610578,13.194815
147.67681518054533,-34.59958257559738,-36.93985,-92.04666,-0.055050094,-312.40985,1.1509316,1.5376742,13.066625
147.6772152542373,-34.599182491012904,-37.135593,-93.15273,-0.041978847,-315.6271,1.1634772,1.4823607,13.093177
147.67761532792926,-34.59878240642842,-37.394337,-94.46697,-0.03825592,-318.89566,1.1734089,1.4821322,13.18463
147.67801540162122,-34.59838232184394,-37.81055,-95.511635,-0.03593973,-322.27756,1.1909031,1.5621258,13.158564
147.6784154753132,-34.597982237259465,-38.44841,-95.40025,-0.020657176,-325.8228,1.2293265,1.6497049,13.023042
147.67881554900518,-34.59758215267499,-39.278473,-94.64108,0.0017356318,-329.54953,1.286387,1.6581175,12.860102
147.67921562269714,-34.597182068090504,-40.191357,-95.25229,0.009341372,-333.40945,1.3506942,1.6146398,12.768184
147.6796156963891,-34.59678198350603,-41.06345,-98.177315,-0.004836704,-337.27927,1.4249884,1.5946809,12.908236
147.68001577008107,-34.59638189892155,-41.84302,-102.0866,-0.02562176,-341.01456,1.5258412,1.626755,13.192901
147.68041584377303,-34.59598181433707,-42.513893,-105.23806,-0.03390011,-344.51306,1.6532129,1.6786039,13.515
147.680815917465,-34.595581729752595,-42.99518,-107.359085,-0.032527205,-347.75925,1.7820119,1.7171307,14.104429
147.68121599115696,-34.59518164516811,-43.16907,-108.8394,-0.026972018,-350.76456,1.9089755,1.7653242,14.894812
147.68161606484895,-34.594781560583634,-43.025143,-110.03422,-0.020412758,-353.5519,2.0445437,1.8195192,15.341378
147.68201613854092,-34.59438147599916,-42.827347,-111.47088,-0.02276303,-356.1696,2.1571047,1.8113946,15.132651
147.68241621223288,-34.59398139141468,-43.08193,-112.658,-0.025108196,-358.68738,2.1944206,1.7000061,14.487456
147.68281628592484,-34.593581306830195,-44.05767,-113.38033,-0.020136101,-361.16205,2.1292727,1.5491867,13.935263
147.6832163596168,-34.59318122224572,-45.43835,-114.04036,-0.020224841,-363.61594,1.9693809,1.4766699,13.801328
147.68361643330877,-34.59278113766124,-46.515335,-114.28309,-0.014365878,-366.04318,1.7683331,1.4990561,13.783607
147.68401650700073,-34.592381053076764,-46.5707,-114.37028,-0.003270629,-368.42593,1.6074408,1.5568411,13.370113
147.68441658069273,-34.59198096849229,-45.467808,-115.40873,-0.0042690607,-370.75473,1.5394278,1.6022812,12.745884
147.6848166543847,-34.5915808839078,-44.11774,-117.22329,-0.013336271,-373.03387,1.537423,1.6215398,12.613993
147.68521672807665,-34.591180799323325,-43.693363,-118.98589,-0.017903147,-375.2694,1.5276747,1.6892431,12.948249
147.68561680176862,-34.59078071473885,-44.774242,-120.422035,-0.017702043,-377.45493,1.4763193,1.7837698,13.141532
147.68601687546058,-34.59038063015437,-47.014957,-121.7341,-0.018149406,-379.56882,1.3982182,1.7479262,13.079557
147.68641694915254,-34.58998054556989,-49.454273,-123.09005,-0.018900642,-381.58047,1.3142388,1.5917102,12.986668
147.6868170228445,-34.58958046098541,-51.401077,-124.49927,-0.020099837,-383.46146,1.2513294,1.4589056,12.918644
147.68721709653647,-34.58918037640093,-52.629303,-125.862625,-0.023624409,-385.19205,1.260444,1.3941975,12.82092
147.68761717022846,-34.588780291816455,-53.259357,-126.99062,-0.02439774,-386.75452,1.3645743,1.3466378,12.7028055
147.68801724392043,-34.58838020723198,-53.55552,-127.792435,-0.021815222,-388.14,1.5116692,1.2918574,12.535924
147.6884173176124,-34.587980122647494,-53.848923,-128.41023,-0.01638945,-389.3519,1.6412935,1.296399,12.259474
147.68881739130435,-34.58758003806302,-54.389057,-129.11285,-0.013551154,-390.4058,1.7653357,1.374269,12.089153
147.68921746499632,-34.58717995347854,-55.25222,-130.02109,-0.01365484,-391.32483,1.930383,1.4170644,12.103448
147.68961753868828,-34.58677986889406,-56.359543,-131.03781,-0.014097411,-392.13165,2.084212,1.3817117,12.082964
